PaymentSchedKey,SaleKey,DueDate,AmountDueAED,AmountPaidAED,PaidDate,PaymentStatus
408,1690,2021-07-01T00:00:00,26206,26206,2021-07-01,Paid
409,1615,2021-07-01T00:00:00,94370,94370,2021-07-01,Paid
410,1677,2021-07-01T00:00:00,134157,134157,2021-07-01,Paid
411,1228,2021-07-01T00:00:00,199047,199047,2021-07-01,Paid
412,636,2021-07-29T00:00:00,59140,59140,2021-07-29,Paid
413,1020,2021-07-21T00:00:00,40524,40524,2021-07-21,Paid
414,626,2021-07-19T00:00:00,44587,0,,Due
415,1219,2021-07-15T00:00:00,197207,197207,2021-07-15,Paid
416,1335,2021-07-01T00:00:00,239814,239814,2021-07-01,Paid
417,1654,2021-07-01T00:00:00,103722,103722,2021-07-01,Paid
418,449,2021-08-25T00:00:00,90870,90870,2021-08-25,Paid
419,1696,2021-08-01T00:00:00,147493,147493,2021-08-01,Paid
420,1608,2021-08-01T00:00:00,40896,40896,2021-08-01,Paid
421,512,2021-08-28T00:00:00,55946,0,,Due
422,1230,2021-08-29T00:00:00,431558,431558,2021-08-29,Paid
423,1338,2021-08-01T00:00:00,147982,147982,2021-08-01,Paid
424,501,2021-08-27T00:00:00,42657,42657,2021-08-27,Paid
425,1638,2021-08-01T00:00:00,49197,49197,2021-08-01,Paid
426,1440,2021-08-01T00:00:00,48190,48190,2021-08-01,Paid
427,1290,2021-08-01T00:00:00,86659,86659,2021-08-01,Paid
428,1531,2021-08-01T00:00:00,125733,125733,2021-08-01,Paid
429,1275,2021-08-01T00:00:00,139275,0,,Due
430,1211,2021-08-01T00:00:00,167650,167650,2021-08-01,Paid
431,1495,2021-08-05T00:00:00,37929,37929,2021-08-05,Paid
432,1407,2021-08-14T00:00:00,223258,223258,2021-08-14,Paid
433,395,2021-08-23T00:00:00,26894,26894,2021-08-23,Paid
434,1592,2021-08-01T00:00:00,114843,0,,Due
435,1586,2021-08-01T00:00:00,30238,30238,2021-08-01,Paid
436,621,2021-08-14T00:00:00,55386,55386,2021-08-14,Paid
437,1448,2021-08-01T00:00:00,30408,0,,Due
438,1662,2021-08-01T00:00:00,40757,40757,2021-08-01,Paid
439,1679,2021-08-01T00:00:00,53725,53725,2021-08-01,Paid
440,1264,2021-08-01T00:00:00,65881,65881,2021-08-01,Paid
441,1517,2021-08-01T00:00:00,228293,228293,2021-08-01,Paid
442,1301,2021-08-01T00:00:00,143956,143956,2021-08-01,Paid
443,1205,2021-08-01T00:00:00,1618992,1618992,2021-08-01,Paid
444,1342,2021-08-01T00:00:00,125887,125887,2021-08-01,Paid
445,308,2021-08-05T00:00:00,72886,0,,Due
446,1428,2021-08-01T00:00:00,241842,241842,2021-08-01,Paid
447,111,2021-08-16T00:00:00,455725,455725,2021-08-16,Paid
448,1434,2021-08-01T00:00:00,95423,95423,2021-08-01,Paid
449,1641,2021-08-01T00:00:00,61359,0,,Due
450,1567,2021-08-01T00:00:00,108907,108907,2021-08-01,Paid
451,1470,2021-08-01T00:00:00,50378,50378,2021-08-01,Paid
452,1472,2021-08-01T00:00:00,71592,71592,2021-08-01,Paid
453,1404,2021-08-01T00:00:00,249931,249931,2021-08-01,Paid
454,634,2021-08-28T00:00:00,53592,53592,2021-08-28,Paid
455,1604,2021-08-14T00:00:00,49116,49116,2021-08-14,Paid
456,1325,2021-08-01T00:00:00,340268,340268,2021-08-01,Paid
457,1551,2021-08-16T00:00:00,161751,161751,2021-08-16,Paid
458,1375,2021-08-01T00:00:00,101026,101026,2021-08-01,Paid
459,1640,2021-08-01T00:00:00,95062,95062,2021-08-01,Paid
460,1402,2021-08-01T00:00:00,245278,245278,2021-08-01,Paid
461,1127,2021-08-27T00:00:00,50470,50470,2021-08-27,Paid
462,1367,2021-08-01T00:00:00,1850902,1850902,2021-08-01,Paid
463,681,2021-08-21T00:00:00,39135,0,,Due
464,735,2021-08-22T00:00:00,26777,26777,2021-08-22,Paid
465,1021,2021-08-13T00:00:00,27731,0,,Due
466,503,2021-08-19T00:00:00,31183,31183,2021-08-19,Paid
467,824,2021-08-07T00:00:00,436108,436108,2021-08-07,Paid
468,1273,2021-08-07T00:00:00,124664,124664,2021-08-07,Paid
469,1235,2021-08-01T00:00:00,70384,70384,2021-08-01,Paid
470,421,2021-08-12T00:00:00,38855,38855,2021-08-12,Paid
471,576,2021-08-25T00:00:00,119232,119232,2021-08-25,Paid
472,1661,2021-08-01T00:00:00,289623,289623,2021-08-01,Paid
473,1660,2021-08-01T00:00:00,57005,57005,2021-08-01,Paid
474,1406,2021-08-29T00:00:00,182242,182242,2021-08-29,Paid
475,1215,2021-08-01T00:00:00,143944,143944,2021-08-01,Paid
476,1336,2021-08-01T00:00:00,173091,173091,2021-08-01,Paid
477,1482,2021-08-01T00:00:00,39257,39257,2021-08-01,Paid
478,525,2021-08-07T00:00:00,77356,77356,2021-08-07,Paid
479,646,2021-08-04T00:00:00,47900,47900,2021-08-04,Paid
480,1658,2021-08-01T00:00:00,94730,94730,2021-08-01,Paid
481,1256,2021-08-01T00:00:00,273842,273842,2021-08-01,Paid
482,420,2021-08-23T00:00:00,40595,40595,2021-08-23,Paid
483,952,2021-08-26T00:00:00,63959,0,,Due
484,1686,2021-08-01T00:00:00,64370,64370,2021-08-01,Paid
485,1590,2021-08-01T00:00:00,122067,122067,2021-08-01,Paid
486,939,2021-08-28T00:00:00,111182,0,,Due
487,435,2021-08-21T00:00:00,45589,45589,2021-08-21,Paid
488,761,2021-08-17T00:00:00,58946,58946,2021-08-17,Paid
489,1706,2021-08-01T00:00:00,774604,774604,2021-08-01,Paid
490,1496,2021-08-01T00:00:00,60827,60827,2021-08-01,Paid
491,1355,2021-08-01T00:00:00,310609,310609,2021-08-01,Paid
492,996,2021-08-23T00:00:00,36339,36339,2021-08-23,Paid
493,1381,2021-08-01T00:00:00,226364,226364,2021-08-01,Paid
494,1252,2021-08-11T00:00:00,450449,450449,2021-08-11,Paid
495,605,2021-08-09T00:00:00,25789,25789,2021-08-09,Paid
496,1511,2021-08-01T00:00:00,126216,126216,2021-08-01,Paid
497,358,2021-08-27T00:00:00,307622,307622,2021-08-27,Paid
498,1650,2021-08-05T00:00:00,180425,180425,2021-08-05,Paid
499,715,2021-08-17T00:00:00,31022,31022,2021-08-17,Paid
500,1204,2021-08-01T00:00:00,143628,143628,2021-08-01,Paid
501,539,2021-08-15T00:00:00,31267,31267,2021-08-15,Paid
502,1577,2021-08-01T00:00:00,112225,112225,2021-08-01,Paid
503,1398,2021-08-01T00:00:00,57822,57822,2021-08-01,Paid
504,381,2021-08-19T00:00:00,45293,45293,2021-08-19,Paid
505,1380,2021-08-01T00:00:00,384426,384426,2021-08-01,Paid
506,1227,2021-08-01T00:00:00,176839,176839,2021-08-01,Paid
507,1239,2021-08-01T00:00:00,218324,218324,2021-08-01,Paid
508,829,2021-08-17T00:00:00,22992,22992,2021-08-17,Paid
509,657,2021-09-22T00:00:00,90188,90188,2021-09-22,Paid
510,1318,2021-09-01T00:00:00,84820,84820,2021-09-01,Paid
511,1486,2021-09-01T00:00:00,45334,45334,2021-09-01,Paid
512,460,2021-09-07T00:00:00,11674,11674,2021-09-07,Paid
513,1551,2021-09-16T00:00:00,161751,161751,2021-09-16,Paid
514,1671,2021-09-30T00:00:00,523600,523600,2021-09-30,Paid
515,1256,2021-09-01T00:00:00,273842,273842,2021-09-01,Paid
516,1307,2021-09-01T00:00:00,199783,199783,2021-09-01,Paid
517,1313,2021-09-21T00:00:00,155426,155426,2021-09-21,Paid
518,730,2021-09-25T00:00:00,33923,33923,2021-09-25,Paid
519,831,2021-09-17T00:00:00,47390,47390,2021-09-17,Paid
520,386,2021-09-23T00:00:00,32251,32251,2021-09-23,Paid
521,111,2021-09-16T00:00:00,455725,455725,2021-09-16,Paid
522,1127,2021-09-27T00:00:00,50470,50470,2021-09-27,Paid
523,1264,2021-09-01T00:00:00,65881,65881,2021-09-01,Paid
524,1282,2021-09-01T00:00:00,98601,98601,2021-09-01,Paid
525,1493,2021-09-01T00:00:00,157869,157869,2021-09-01,Paid
526,775,2021-09-25T00:00:00,30294,30294,2021-09-25,Paid
527,1171,2021-09-10T00:00:00,72520,0,,Due
528,1523,2021-09-01T00:00:00,84643,84643,2021-09-01,Paid
529,740,2021-09-05T00:00:00,288553,288553,2021-09-05,Paid
530,1627,2021-09-01T00:00:00,179743,179743,2021-09-01,Paid
531,502,2021-09-17T00:00:00,23325,23325,2021-09-17,Paid
532,744,2021-09-26T00:00:00,30983,30983,2021-09-26,Paid
533,1314,2021-09-01T00:00:00,1566759,1566759,2021-09-01,Paid
534,815,2021-09-30T00:00:00,42438,42438,2021-09-30,Paid
535,1550,2021-09-01T00:00:00,94656,94656,2021-09-01,Paid
536,1401,2021-09-01T00:00:00,235942,235942,2021-09-01,Paid
537,1331,2021-09-01T00:00:00,60638,60638,2021-09-01,Paid
538,1211,2021-09-01T00:00:00,167650,167650,2021-09-01,Paid
539,590,2021-09-18T00:00:00,59103,59103,2021-09-18,Paid
540,469,2021-09-11T00:00:00,28739,0,,Due
541,1221,2021-09-01T00:00:00,83398,83398,2021-09-01,Paid
542,845,2021-09-26T00:00:00,37368,37368,2021-09-26,Paid
543,1460,2021-09-01T00:00:00,121681,121681,2021-09-01,Paid
544,1441,2021-09-01T00:00:00,103583,103583,2021-09-01,Paid
545,420,2021-09-23T00:00:00,40595,40595,2021-09-23,Paid
546,1404,2021-09-01T00:00:00,249931,249931,2021-09-01,Paid
547,1564,2021-09-01T00:00:00,61210,61210,2021-09-01,Paid
548,1591,2021-09-01T00:00:00,74047,74047,2021-09-01,Paid
549,1599,2021-09-01T00:00:00,54316,0,,Due
550,478,2021-09-19T00:00:00,272893,272893,2021-09-19,Paid
551,1695,2021-09-01T00:00:00,79349,79349,2021-09-01,Paid
552,1433,2021-09-01T00:00:00,64232,64232,2021-09-01,Paid
553,308,2021-09-05T00:00:00,72886,0,,Due
554,1586,2021-09-01T00:00:00,30238,30238,2021-09-01,Paid
555,526,2021-09-22T00:00:00,115296,115296,2021-09-22,Paid
556,1468,2021-09-01T00:00:00,72460,72460,2021-09-01,Paid
557,562,2021-09-07T00:00:00,232712,232712,2021-09-07,Paid
558,1367,2021-09-01T00:00:00,1850902,1850902,2021-09-01,Paid
559,1495,2021-09-05T00:00:00,37929,37929,2021-09-05,Paid
560,594,2021-09-07T00:00:00,19331,19331,2021-09-07,Paid
561,1434,2021-09-01T00:00:00,95423,95423,2021-09-01,Paid
562,877,2021-09-14T00:00:00,52795,52795,2021-09-14,Paid
563,1306,2021-09-01T00:00:00,256908,256908,2021-09-01,Paid
564,1308,2021-09-01T00:00:00,134516,134516,2021-09-01,Paid
565,1696,2021-09-01T00:00:00,147493,147493,2021-09-01,Paid
566,1215,2021-09-01T00:00:00,143944,143944,2021-09-01,Paid
567,1674,2021-09-01T00:00:00,90898,90898,2021-09-01,Paid
568,627,2021-09-12T00:00:00,44497,0,,Due
569,447,2021-09-03T00:00:00,220534,220534,2021-09-03,Paid
570,593,2021-09-22T00:00:00,72699,72699,2021-09-22,Paid
571,1483,2021-09-01T00:00:00,118162,118162,2021-09-01,Paid
572,1225,2021-09-01T00:00:00,129342,129342,2021-09-01,Paid
573,1375,2021-09-01T00:00:00,101026,101026,2021-09-01,Paid
574,688,2021-09-14T00:00:00,74726,74726,2021-09-14,Paid
575,379,2021-09-13T00:00:00,77192,77192,2021-09-13,Paid
576,600,2021-09-27T00:00:00,34973,34973,2021-09-27,Paid
577,1291,2021-09-01T00:00:00,49214,49214,2021-09-01,Paid
578,673,2021-09-11T00:00:00,82683,82683,2021-09-11,Paid
579,1325,2021-09-01T00:00:00,340268,340268,2021-09-01,Paid
580,449,2021-09-25T00:00:00,90870,90870,2021-09-25,Paid
581,822,2021-09-30T00:00:00,40482,40482,2021-09-30,Paid
582,1528,2021-09-01T00:00:00,286540,286540,2021-09-01,Paid
583,1733,2021-09-11T00:00:00,76148,76148,2021-09-11,Paid
584,396,2021-09-20T00:00:00,95710,95710,2021-09-20,Paid
585,1577,2021-09-01T00:00:00,112225,112225,2021-09-01,Paid
586,853,2021-09-20T00:00:00,27150,27150,2021-09-20,Paid
587,1496,2021-09-01T00:00:00,60827,60827,2021-09-01,Paid
588,1288,2021-09-01T00:00:00,72292,72292,2021-09-01,Paid
589,1655,2021-09-01T00:00:00,83018,83018,2021-09-01,Paid
590,1294,2021-09-01T00:00:00,148470,148470,2021-09-01,Paid
591,841,2021-09-07T00:00:00,16196,16196,2021-09-07,Paid
592,395,2021-09-23T00:00:00,26894,26894,2021-09-23,Paid
593,1270,2021-09-12T00:00:00,142074,142074,2021-09-12,Paid
594,951,2021-09-29T00:00:00,23107,23107,2021-09-29,Paid
595,785,2021-09-16T00:00:00,70033,70033,2021-09-16,Paid
596,1498,2021-09-01T00:00:00,178010,178010,2021-09-01,Paid
597,1492,2021-09-01T00:00:00,165188,165188,2021-09-01,Paid
598,435,2021-09-21T00:00:00,45589,45589,2021-09-21,Paid
599,408,2021-09-29T00:00:00,38831,38831,2021-09-29,Paid
600,620,2021-09-18T00:00:00,32675,32675,2021-09-18,Paid
601,1328,2021-09-27T00:00:00,180717,180717,2021-09-27,Paid
602,1462,2021-09-01T00:00:00,49587,49587,2021-09-01,Paid
603,1380,2021-09-01T00:00:00,384426,384426,2021-09-01,Paid
604,1466,2021-09-01T00:00:00,68848,68848,2021-09-01,Paid
605,605,2021-09-09T00:00:00,25789,25789,2021-09-09,Paid
606,1208,2021-09-01T00:00:00,144786,144786,2021-09-01,Paid
607,1690,2021-09-01T00:00:00,26206,26206,2021-09-01,Paid
608,1456,2021-09-01T00:00:00,25874,25874,2021-09-01,Paid
609,848,2021-09-01T00:00:00,88984,88984,2021-09-01,Paid
610,1185,2021-09-02T00:00:00,19858,19858,2021-09-02,Paid
611,576,2021-09-25T00:00:00,119232,119232,2021-09-25,Paid
612,1481,2021-09-01T00:00:00,69498,69498,2021-09-01,Paid
613,1567,2021-10-01T00:00:00,108907,108907,2021-10-01,Paid
614,525,2021-10-07T00:00:00,77356,77356,2021-10-07,Paid
615,1562,2021-10-01T00:00:00,36728,36728,2021-10-01,Paid
616,1205,2021-10-01T00:00:00,1618992,1618992,2021-10-01,Paid
617,1240,2021-10-01T00:00:00,1189217,1189217,2021-10-01,Paid
618,1539,2021-10-01T00:00:00,96594,96594,2021-10-01,Paid
619,557,2021-10-05T00:00:00,14310,14310,2021-10-05,Paid
620,929,2021-10-21T00:00:00,272636,272636,2021-10-21,Paid
621,639,2021-10-02T00:00:00,30104,30104,2021-10-02,Paid
622,715,2021-10-17T00:00:00,31022,31022,2021-10-17,Paid
623,1401,2021-10-01T00:00:00,235942,235942,2021-10-01,Paid
624,1480,2021-10-01T00:00:00,70392,70392,2021-10-01,Paid
625,809,2021-10-24T00:00:00,30389,30389,2021-10-24,Paid
626,1302,2021-10-16T00:00:00,308523,308523,2021-10-16,Paid
627,1274,2021-10-01T00:00:00,112219,112219,2021-10-01,Paid
628,565,2021-10-04T00:00:00,67389,67389,2021-10-04,Paid
629,848,2021-10-01T00:00:00,88984,88984,2021-10-01,Paid
630,1171,2021-10-10T00:00:00,72520,72520,2021-10-10,Paid
631,1639,2021-10-01T00:00:00,99050,0,,Due
632,410,2021-10-04T00:00:00,59871,59871,2021-10-04,Paid
633,1405,2021-10-01T00:00:00,155309,155309,2021-10-01,Paid
634,1483,2021-10-01T00:00:00,118162,118162,2021-10-01,Paid
635,1551,2021-10-16T00:00:00,161751,161751,2021-10-16,Paid
636,367,2021-10-16T00:00:00,47536,47536,2021-10-16,Paid
637,395,2021-10-23T00:00:00,26894,26894,2021-10-23,Paid
638,1376,2021-10-01T00:00:00,147809,147809,2021-10-01,Paid
639,1618,2021-10-01T00:00:00,38429,38429,2021-10-01,Paid
640,586,2021-10-08T00:00:00,25625,25625,2021-10-08,Paid
641,110,2021-10-17T00:00:00,34755,34755,2021-10-17,Paid
642,1035,2021-10-03T00:00:00,32530,32530,2021-10-03,Paid
643,829,2021-10-17T00:00:00,22992,22992,2021-10-17,Paid
644,1283,2021-10-01T00:00:00,352346,352346,2021-10-01,Paid
645,490,2021-10-25T00:00:00,25218,25218,2021-10-25,Paid
646,544,2021-10-30T00:00:00,31451,31451,2021-10-30,Paid
647,1554,2021-10-01T00:00:00,82486,82486,2021-10-01,Paid
648,1440,2021-10-01T00:00:00,48190,48190,2021-10-01,Paid
649,1379,2021-10-01T00:00:00,261609,261609,2021-10-01,Paid
650,442,2021-10-03T00:00:00,39071,39071,2021-10-03,Paid
651,746,2021-10-18T00:00:00,24641,24641,2021-10-18,Paid
652,724,2021-10-31T00:00:00,42064,42064,2021-10-31,Paid
653,728,2021-10-26T00:00:00,48670,48670,2021-10-26,Paid
654,380,2021-10-31T00:00:00,94506,94506,2021-10-31,Paid
655,1433,2021-10-01T00:00:00,64232,64232,2021-10-01,Paid
656,785,2021-10-16T00:00:00,70033,70033,2021-10-16,Paid
657,1358,2021-10-08T00:00:00,235261,235261,2021-10-08,Paid
658,1362,2021-10-01T00:00:00,124710,0,,Due
659,661,2021-10-31T00:00:00,27212,0,,Due
660,1511,2021-10-01T00:00:00,126216,126216,2021-10-01,Paid
661,811,2021-10-16T00:00:00,27301,27301,2021-10-16,Paid
662,1067,2021-10-23T00:00:00,14290,0,,Due
663,1404,2021-10-01T00:00:00,249931,249931,2021-10-01,Paid
664,1576,2021-10-01T00:00:00,137092,137092,2021-10-01,Paid
665,1289,2021-10-01T00:00:00,157104,157104,2021-10-01,Paid
666,1653,2021-10-01T00:00:00,860061,860061,2021-10-01,Paid
667,369,2021-10-16T00:00:00,35165,35165,2021-10-16,Paid
668,1737,2021-10-04T00:00:00,12689,0,,Due
669,504,2021-10-22T00:00:00,95347,95347,2021-10-22,Paid
670,501,2021-10-27T00:00:00,42657,42657,2021-10-27,Paid
671,1448,2021-10-01T00:00:00,30408,30408,2021-10-01,Paid
672,1278,2021-10-01T00:00:00,203738,203738,2021-10-01,Paid
673,1488,2021-10-01T00:00:00,214754,214754,2021-10-01,Paid
674,1108,2021-10-15T00:00:00,67534,67534,2021-10-15,Paid
675,1260,2021-10-26T00:00:00,123642,0,,Due
676,1632,2021-10-16T00:00:00,99787,99787,2021-10-16,Paid
677,1325,2021-10-01T00:00:00,340268,340268,2021-10-01,Paid
678,1346,2021-10-01T00:00:00,317897,317897,2021-10-01,Paid
679,1381,2021-10-01T00:00:00,226364,226364,2021-10-01,Paid
680,478,2021-10-19T00:00:00,272893,0,,Due
681,1266,2021-10-01T00:00:00,152731,152731,2021-10-01,Paid
682,239,2021-10-10T00:00:00,42276,42276,2021-10-10,Paid
683,671,2021-10-03T00:00:00,284579,284579,2021-10-03,Paid
684,408,2021-10-29T00:00:00,38831,38831,2021-10-29,Paid
685,542,2021-10-29T00:00:00,35453,35453,2021-10-29,Paid
686,1417,2021-10-01T00:00:00,348668,348668,2021-10-01,Paid
687,889,2021-10-17T00:00:00,112278,112278,2021-10-17,Paid
688,489,2021-10-22T00:00:00,134356,134356,2021-10-22,Paid
689,1208,2021-10-01T00:00:00,144786,144786,2021-10-01,Paid
690,696,2021-10-08T00:00:00,225002,225002,2021-10-08,Paid
691,486,2021-10-23T00:00:00,83004,83004,2021-10-23,Paid
692,1521,2021-10-01T00:00:00,46167,46167,2021-10-01,Paid
693,385,2021-10-02T00:00:00,172816,172816,2021-10-02,Paid
694,1431,2021-10-03T00:00:00,48137,48137,2021-10-03,Paid
695,1585,2021-10-01T00:00:00,80340,80340,2021-10-01,Paid
696,1558,2021-10-01T00:00:00,75502,75502,2021-10-01,Paid
697,1544,2021-10-01T00:00:00,106572,106572,2021-10-01,Paid
698,420,2021-10-23T00:00:00,40595,40595,2021-10-23,Paid
699,632,2021-10-18T00:00:00,46303,46303,2021-10-18,Paid
700,605,2021-10-09T00:00:00,25789,0,,Due
701,1581,2021-10-01T00:00:00,70601,70601,2021-10-01,Paid
702,1617,2021-10-01T00:00:00,91850,91850,2021-10-01,Paid
703,600,2021-10-27T00:00:00,34973,34973,2021-10-27,Paid
704,1628,2021-10-01T00:00:00,35829,0,,Due
705,1318,2021-10-01T00:00:00,84820,84820,2021-10-01,Paid
706,677,2021-10-04T00:00:00,51216,51216,2021-10-04,Paid
707,1559,2021-10-01T00:00:00,24074,0,,Due
708,1482,2021-10-01T00:00:00,39257,39257,2021-10-01,Paid
709,1462,2021-10-01T00:00:00,49587,49587,2021-10-01,Paid
710,1533,2021-10-01T00:00:00,218631,218631,2021-10-01,Paid
711,1216,2021-10-01T00:00:00,69713,69713,2021-10-01,Paid
712,457,2021-10-20T00:00:00,63364,63364,2021-10-20,Paid
713,460,2021-10-07T00:00:00,11674,11674,2021-10-07,Paid
714,449,2021-10-25T00:00:00,90870,90870,2021-10-25,Paid
715,1409,2021-10-01T00:00:00,270050,270050,2021-10-01,Paid
716,361,2021-10-18T00:00:00,61875,61875,2021-10-18,Paid
717,1496,2021-10-01T00:00:00,60827,60827,2021-10-01,Paid
718,1655,2021-10-01T00:00:00,83018,83018,2021-10-01,Paid
719,1501,2021-10-01T00:00:00,624537,624537,2021-10-01,Paid
720,765,2021-10-26T00:00:00,63493,63493,2021-10-26,Paid
721,1296,2021-10-01T00:00:00,222316,222316,2021-10-01,Paid
722,1470,2021-10-01T00:00:00,50378,50378,2021-10-01,Paid
723,1630,2021-10-01T00:00:00,111470,111470,2021-10-01,Paid
724,1333,2021-10-01T00:00:00,256170,256170,2021-10-01,Paid
725,353,2021-10-29T00:00:00,30163,30163,2021-10-29,Paid
726,952,2021-10-26T00:00:00,63959,0,,Due
727,1467,2021-10-01T00:00:00,74589,0,,Due
728,888,2021-10-25T00:00:00,21831,21831,2021-10-25,Paid
729,793,2021-11-08T00:00:00,17219,17219,2021-11-08,Paid
730,688,2021-11-14T00:00:00,74726,74726,2021-11-14,Paid
731,520,2021-11-19T00:00:00,42198,42198,2021-11-19,Paid
732,892,2021-11-07T00:00:00,23893,23893,2021-11-07,Paid
733,481,2021-11-16T00:00:00,292468,292468,2021-11-16,Paid
734,636,2021-11-29T00:00:00,59140,59140,2021-11-29,Paid
735,1427,2021-11-01T00:00:00,116341,116341,2021-11-01,Paid
736,1318,2021-11-01T00:00:00,84820,84820,2021-11-01,Paid
737,729,2021-11-01T00:00:00,77264,77264,2021-11-01,Paid
738,1364,2021-11-01T00:00:00,142051,142051,2021-11-01,Paid
739,1312,2021-11-01T00:00:00,180317,180317,2021-11-01,Paid
740,1021,2021-11-13T00:00:00,27731,0,,Due
741,1487,2021-11-01T00:00:00,130705,130705,2021-11-01,Paid
742,1301,2021-11-01T00:00:00,143956,143956,2021-11-01,Paid
743,873,2021-11-22T00:00:00,26747,26747,2021-11-22,Paid
744,111,2021-11-16T00:00:00,455725,455725,2021-11-16,Paid
745,1496,2021-11-01T00:00:00,60827,60827,2021-11-01,Paid
746,705,2021-11-28T00:00:00,234670,234670,2021-11-28,Paid
747,1393,2021-11-01T00:00:00,684199,684199,2021-11-01,Paid
748,804,2021-11-28T00:00:00,210853,210853,2021-11-28,Paid
749,1617,2021-11-01T00:00:00,91850,91850,2021-11-01,Paid
750,1314,2021-11-01T00:00:00,1566759,1566759,2021-11-01,Paid
751,596,2021-11-14T00:00:00,212809,212809,2021-11-14,Paid
752,839,2021-11-11T00:00:00,285032,285032,2021-11-11,Paid
753,526,2021-11-22T00:00:00,115296,115296,2021-11-22,Paid
754,1470,2021-11-01T00:00:00,50378,50378,2021-11-01,Paid
755,1237,2021-11-01T00:00:00,137854,137854,2021-11-01,Paid
756,514,2021-11-28T00:00:00,667001,667001,2021-11-28,Paid
757,601,2021-11-25T00:00:00,100015,100015,2021-11-25,Paid
758,633,2021-11-21T00:00:00,55956,55956,2021-11-21,Paid
759,1679,2021-11-01T00:00:00,53725,53725,2021-11-01,Paid
760,939,2021-11-28T00:00:00,111182,111182,2021-11-28,Paid
761,910,2021-11-03T00:00:00,14879,14879,2021-11-03,Paid
762,1504,2021-11-01T00:00:00,131140,131140,2021-11-01,Paid
763,1561,2021-11-01T00:00:00,50860,50860,2021-11-01,Paid
764,1380,2021-11-01T00:00:00,384426,384426,2021-11-01,Paid
765,739,2021-11-15T00:00:00,599804,599804,2021-11-15,Paid
766,1400,2021-11-01T00:00:00,182200,0,,Due
767,493,2021-11-02T00:00:00,19138,19138,2021-11-02,Paid
768,1519,2021-11-01T00:00:00,131050,0,,Due
769,1342,2021-11-01T00:00:00,125887,125887,2021-11-01,Paid
770,1228,2021-11-01T00:00:00,199047,0,,Due
771,1311,2021-11-01T00:00:00,332906,332906,2021-11-01,Paid
772,1523,2021-11-01T00:00:00,84643,84643,2021-11-01,Paid
773,1345,2021-11-01T00:00:00,1512293,1512293,2021-11-01,Paid
774,426,2021-11-29T00:00:00,28561,28561,2021-11-29,Paid
775,865,2021-11-11T00:00:00,32142,32142,2021-11-11,Paid
776,516,2021-11-24T00:00:00,67050,67050,2021-11-24,Paid
777,671,2021-11-03T00:00:00,284579,284579,2021-11-03,Paid
778,1307,2021-11-01T00:00:00,199783,199783,2021-11-01,Paid
779,1604,2021-11-14T00:00:00,49116,49116,2021-11-14,Paid
780,1035,2021-11-03T00:00:00,32530,32530,2021-11-03,Paid
781,1460,2021-11-01T00:00:00,121681,121681,2021-11-01,Paid
782,831,2021-11-17T00:00:00,47390,47390,2021-11-17,Paid
783,1381,2021-11-01T00:00:00,226364,226364,2021-11-01,Paid
784,1185,2021-11-02T00:00:00,19858,19858,2021-11-02,Paid
785,796,2021-11-23T00:00:00,38310,0,,Due
786,1579,2021-11-01T00:00:00,41401,41401,2021-11-01,Paid
787,1554,2021-11-01T00:00:00,82486,82486,2021-11-01,Paid
788,587,2021-11-28T00:00:00,28838,0,,Due
789,360,2021-11-24T00:00:00,494655,494655,2021-11-24,Paid
790,386,2021-11-23T00:00:00,32251,32251,2021-11-23,Paid
791,1325,2021-11-01T00:00:00,340268,340268,2021-11-01,Paid
792,1540,2021-11-01T00:00:00,420922,420922,2021-11-01,Paid
793,1211,2021-11-01T00:00:00,167650,167650,2021-11-01,Paid
794,889,2021-11-17T00:00:00,112278,112278,2021-11-17,Paid
795,396,2021-11-20T00:00:00,95710,95710,2021-11-20,Paid
796,815,2021-11-30T00:00:00,42438,42438,2021-11-30,Paid
797,1521,2021-11-01T00:00:00,46167,46167,2021-11-01,Paid
798,1217,2021-11-01T00:00:00,316040,316040,2021-11-01,Paid
799,951,2021-11-29T00:00:00,23107,23107,2021-11-29,Paid
800,1641,2021-11-01T00:00:00,61359,61359,2021-11-01,Paid
801,1378,2021-11-02T00:00:00,234586,234586,2021-11-02,Paid
